wsj_section	wsj_doc	DcOffset	Label1	Label2	DcRaw	PBRole	PBVerb	Offset	INDEX	Conn
14	wsj_1466	698..700	Contingency.Condition.Arg2-as-cond		if			698..700	PDTB2::wsj_1466::698..700::SAME	if
14	wsj_1415	556..560	Expansion.Conjunction		also			556..560	PDTB2::wsj_1415::556..560::SAME	also
14	wsj_1415	604..607	Expansion.Conjunction		and			604..607	PDTB3::wsj_1415::604..607::ADDED	and
14	wsj_1415	669..676	Comparison.Concession.Arg2-as-denier		however			669..676	PDTB2::wsj_1415::669..676::CHANGED	However
14	wsj_1415	991..996	Contingency.Cause.Reason		since			991..996	PDTB2::wsj_1415::991..996::SAME	Since
14	wsj_1415	1236..1239	Comparison.Concession.Arg2-as-denier		but			1236..1239	PDTB2::wsj_1415::1236..1239::CHANGED	But
14	wsj_1415	1651..1655	Expansion.Conjunction		also			1651..1655	PDTB2::wsj_1415::1651..1655::SAME	also
14	wsj_1415	1671..1675	Temporal.Asynchronous.Succession		once			1671..1675	PDTB2::wsj_1415::1671..1675::SAME	once
14	wsj_1415	1787..1792	Comparison.Concession.Arg1-as-denier		while			1787..1792	PDTB2::wsj_1415::1787..1792::SAME	while
14	wsj_1415	1846..1853	Contingency.Cause.Reason		because			1846..1853	PDTB2::wsj_1415::1846..1853::SAME	because
14	wsj_1415	1897..1908	Expansion.Substitution.Arg1-as-subst		rather than			1897..1908	PDTB3::wsj_1415::1897..1908::ADDED	rather than
14	wsj_1415	2375..2380	Temporal.Synchronous	Expansion.Conjunction	while			2375..2380	PDTB2::wsj_1415::2375..2380::SAME	while
14	wsj_1415	2536..2539	Comparison.Concession.Arg2-as-denier		but			2536..2539	PDTB3::wsj_1415::2536..2539::ADDED	but
14	wsj_1415	2742..2745	Comparison.Concession.Arg2-as-denier		but			2742..2745	PDTB2::wsj_1415::2742..2745::CHANGED	but
14	wsj_1462	156..158	Contingency.Cause.Reason	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	violate	156..158	PDTB3::wsj_1462::156..158::ADDED	by
14	wsj_1462	587..590	Expansion.Conjunction		and			587..590	PDTB3::wsj_1462::587..590::ADDED	and
14	wsj_1462	759..764	Temporal.Asynchronous.Succession		after			759..764	PDTB2::wsj_1462::759..764::SAME	after
14	wsj_1462	932..935	Expansion.Conjunction		and			932..935	PDTB3::wsj_1462::932..935::ADDED	and
14	wsj_1462	961..966	Temporal.Asynchronous.Precedence		until			961..966	PDTB2::wsj_1462::961..966::SAME	until
14	wsj_1486	159..163	Expansion.Conjunction		also			159..163	PDTB2::wsj_1486::159..163::SAME	Also
14	wsj_1468	422..426	Expansion.Conjunction		also			422..426	PDTB2::wsj_1468::422..426::SAME	also
14	wsj_1468	469..472	Comparison.Concession.Arg2-as-denier		but			469..472	PDTB2::wsj_1468::469..472::CHANGED	But
14	wsj_1468	1114..1117	Comparison.Contrast		but			1114..1117	PDTB3::wsj_1468::1114..1117::ADDED	but
14	wsj_1468	1274..1276	Contingency.Cause.Reason		as			1274..1276	PDTB2::wsj_1468::1274..1276::SAME	as
14	wsj_1468	1464..1467	Comparison.Contrast		but			1464..1467	PDTB3::wsj_1468::1464..1467::ADDED	but
14	wsj_1468	1567..1570	Comparison.Concession.Arg2-as-denier		but			1567..1570	PDTB3::wsj_1468::1567..1570::ADDED	but
14	wsj_1468	1701..1704	Expansion.Conjunction		and			1701..1704	PDTB2::wsj_1468::1701..1704::SAME	and
14	wsj_1468	1773..1776	Comparison.Contrast		but			1773..1776	PDTB2::wsj_1468::1773..1776::SAME	But
14	wsj_1468	1859..1862	Expansion.Conjunction		and			1859..1862	PDTB2::wsj_1468::1859..1862::CHANGED	and
14	wsj_1468	2209..2212	Comparison.Concession.Arg2-as-denier		but			2209..2212	PDTB2::wsj_1468::2209..2212::CHANGED	but
14	wsj_1468	2272..2277	Temporal.Asynchronous.Succession		after			2272..2277	PDTB2::wsj_1468::2272..2277::SAME	after
14	wsj_1468	2506..2509	Expansion.Conjunction		and			2506..2509	PDTB3::wsj_1468::2506..2509::ADDED	and
14	wsj_1468	2673..2677	Expansion.Conjunction		also			2673..2677	PDTB2::wsj_1468::2673..2677::SAME	also
14	wsj_1468	3446..3460	Contingency.Cause.Reason		because			3446..3460	PDTB2::wsj_1468::3446..3460::SAME	partly because
14	wsj_1450	123..126	Expansion.Conjunction		nor			123..126	PDTB2::wsj_1450::123..126::CHANGED	Nor
14	wsj_1450	248..252	Temporal.Asynchronous.Succession	Contingency.Cause.Reason	when			248..252	PDTB2::wsj_1450::248..252::SAME	when
14	wsj_1450	517..519	Temporal.Synchronous		as			517..519	PDTB2::wsj_1450::517..519::SAME	as
14	wsj_1450	1517..1520	Comparison.Concession.Arg2-as-denier		yet			1517..1520	PDTB2::wsj_1450::1517..1520::CHANGED	Yet
14	wsj_1450	1643..1648	Comparison.Concession.Arg1-as-denier		while			1643..1648	PDTB2::wsj_1450::1643..1648::CHANGED	While
14	wsj_1450	1941..1944	Expansion.Conjunction		and			1941..1944	PDTB3::wsj_1450::1941..1944::ADDED	and
14	wsj_1450	2252..2255	Expansion.Conjunction		and			2252..2255	PDTB2::wsj_1450::2252..2255::SAME	and
14	wsj_1450	2549..2553	Expansion.Level-of-detail.Arg2-as-detail		with	ARGM-ADV	fare	2549..2553	PDTB3::wsj_1450::2549..2553::ADDED	with
14	wsj_1450	3222..3226	Expansion.Conjunction		also			3222..3226	PDTB2::wsj_1450::3222..3226::SAME	also
14	wsj_1450	3972..3974	Contingency.Condition.Arg2-as-cond		if			3972..3974	PDTB2::wsj_1450::3972..3974::SAME	if
14	wsj_1450	4744..4751	Expansion.Level-of-detail.Arg2-as-detail		in fact			4744..4751	PDTB2::wsj_1450::4744..4751::SAME	in fact
14	wsj_1450	4903..4910	Comparison.Contrast		however			4903..4910	PDTB2::wsj_1450::4903..4910::SAME	however
14	wsj_1450	5912..5915	Comparison.Concession.Arg2-as-denier		but			5912..5915	PDTB2::wsj_1450::5912..5915::CHANGED	But
14	wsj_1450	6291..6298	Contingency.Cause.Reason		because			6291..6298	PDTB2::wsj_1450::6291..6298::SAME	because
14	wsj_1450	6743..6748	Comparison.Concession.Arg1-as-denier		while			6743..6748	PDTB2::wsj_1450::6743..6748::SAME	While
14	wsj_1495	289..293	Expansion.Conjunction		also			289..293	PDTB2::wsj_1495::289..293::SAME	also
14	wsj_1495	496..501	Temporal.Synchronous		while			496..501	PDTB2::wsj_1495::496..501::SAME	while
14	wsj_1495	702..704	Expansion.Disjunction		or			702..704	PDTB3::wsj_1495::702..704::ADDED	or
14	wsj_1495	1380..1390	Contingency.Cause.Reason		insofar as			1380..1390	PDTB2::wsj_1495::1380..1390::SAME	Insofar as
14	wsj_1495	2086..2089	Expansion.Conjunction		and			2086..2089	PDTB2::wsj_1495::2086..2089::CHANGED	and
14	wsj_1495	2315..2317	Expansion.Conjunction		or			2315..2317	PDTB2::wsj_1495::2315..2317::CHANGED	or
14	wsj_1495	3093..3097	Expansion.Conjunction		also			3093..3097	PDTB2::wsj_1495::3093..3097::SAME	also
14	wsj_1495	2983..2988	Comparison.Concession.Arg1-as-denier		while			2983..2988	PDTB2::wsj_1495::2983..2988::CHANGED	while
14	wsj_1495	3066..3068	Expansion.Disjunction		or			3066..3068	PDTB3::wsj_1495::3066..3068::ADDED	or
14	wsj_1495	3209..3213	Expansion.Conjunction		also			3209..3213	PDTB2::wsj_1495::3209..3213::SAME	also
14	wsj_1495	3200..3203	Comparison.Concession.Arg2-as-denier		but			3200..3203	PDTB2::wsj_1495::3200..3203::CHANGED	but
14	wsj_1495	3321..3325	Temporal.Synchronous		when			3321..3325	PDTB2::wsj_1495::3321..3325::SAME	When
14	wsj_1495	3500..3503	Expansion.Conjunction		and			3500..3503	PDTB3::wsj_1495::3500..3503::ADDED	and
14	wsj_1471	193..196	Expansion.Conjunction		and			193..196	PDTB3::wsj_1471::193..196::ADDED	and
14	wsj_1471	843..847	Expansion.Conjunction		also			843..847	PDTB2::wsj_1471::843..847::CHANGED	also
14	wsj_1471	835..838	Expansion.Conjunction		and			835..838	PDTB3::wsj_1471::835..838::ADDED	and
14	wsj_1471	979..982	Expansion.Conjunction		and			979..982	PDTB2::wsj_1471::979..982::CHANGED	and
14	wsj_1471	1362..1365	Expansion.Conjunction		and			1362..1365	PDTB2::wsj_1471::1362..1365::SAME	and
14	wsj_1449	295..299	Expansion.Conjunction		also			295..299	PDTB2::wsj_1449::295..299::SAME	also
14	wsj_1449	506..509	Comparison.Contrast		but			506..509	PDTB2::wsj_1449::506..509::SAME	But
14	wsj_1449	989..996	Comparison.Concession.Arg2-as-denier		however			989..996	PDTB2::wsj_1449::989..996::CHANGED	However
14	wsj_1449	1048..1051	Expansion.Conjunction		and			1048..1051	PDTB3::wsj_1449::1048..1051::ADDED	and
14	wsj_1449	1300..1303	Expansion.Conjunction		and			1300..1303	PDTB2::wsj_1449::1300..1303::SAME	and
14	wsj_1449	1831..1834	Expansion.Conjunction		and			1831..1834	PDTB3::wsj_1449::1831..1834::ADDED	and
14	wsj_1449	1860..1863	Comparison.Concession.Arg2-as-denier		but			1860..1863	PDTB2::wsj_1449::1860..1863::SAME	But
14	wsj_1449	1957..1960	Comparison.Concession.Arg2-as-denier		but			1957..1960	PDTB2::wsj_1449::1957..1960::SAME	But
14	wsj_1449	1977..1980	Expansion.Conjunction		and			1977..1980	PDTB2::wsj_1449::1977..1980::CHANGED	and
14	wsj_1449	2317..2327	Temporal.Asynchronous.Precedence		ultimately			2317..2327	PDTB2::wsj_1449::2317..2327::CHANGED	ultimately
14	wsj_1449	2495..2498	Expansion.Conjunction		and			2495..2498	PDTB2::wsj_1449::2495..2498::SAME	and
14	wsj_1449	2840..2845	Comparison.Concession.Arg2-as-denier		still			2840..2845	PDTB2::wsj_1449::2840..2845::SAME	Still
14	wsj_1449	3026..3032	Expansion.Level-of-detail.Arg2-as-detail		indeed			3026..3032	PDTB2::wsj_1449::3026..3032::SAME	Indeed
14	wsj_1449	3075..3077	Contingency.Condition.Arg2-as-cond		if			3075..3077	PDTB2::wsj_1449::3075..3077::SAME	if
14	wsj_1449	3149..3159	Expansion.Substitution.Arg1-as-subst		instead of	ARGM-ADV	take	3149..3159	PDTB3::wsj_1449::3149..3159::ADDED	instead of
14	wsj_1443	517..520	Comparison.Concession.Arg2-as-denier		but			517..520	PDTB2::wsj_1443::517..520::CHANGED	But
14	wsj_1443	658..660	Contingency.Cause.Result		so	ARGM-PNC	damp	658..660	PDTB2::wsj_1443::658..660::SAME	so
14	wsj_1434	119..122	Comparison.Concession.Arg2-as-denier		but			119..122	PDTB3::wsj_1434::119..122::ADDED	but
14	wsj_1439	915..918	Expansion.Conjunction		and			915..918	PDTB3::wsj_1439::915..918::ADDED	and
14	wsj_1433	242..250	Contingency.Purpose.Arg2-as-goal		in order	ARGM-PNC	want	242..250	PDTB2::wsj_1433::229..253::CHANGED	in order
14	wsj_1433	302..305	Contingency.Purpose.Arg2-as-goal		for	ARGM-PNC	want	302..305	PDTB3::wsj_1433::302..305::ADDED	for
14	wsj_1433	393..396	Contingency.Purpose.Arg2-as-goal		for	ARGM-PNC	hold	393..396	PDTB3::wsj_1433::393..396::ADDED	for
14	wsj_1492	60..65	Temporal.Synchronous	Comparison.Contrast	while			60..65	PDTB2::wsj_1492::60..65::SAME	while
14	wsj_1492	588..591	Expansion.Conjunction		and			588..591	PDTB3::wsj_1492::588..591::ADDED	and
14	wsj_1492	1002..1004	Contingency.Purpose.Arg1-as-goal	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	outflank	1002..1004	PDTB3::wsj_1492::1002..1004::ADDED	by
14	wsj_1492	1343..1347	Expansion.Conjunction		also			1343..1347	PDTB2::wsj_1492::1343..1347::SAME	also
14	wsj_1492	1476..1479	Comparison.Concession.Arg2-as-denier		but			1476..1479	PDTB2::wsj_1492::1476..1479::CHANGED	but
14	wsj_1492	1534..1536	Temporal.Synchronous	Contingency.Cause.Reason	as			1534..1536	PDTB2::wsj_1492::1534..1536::SAME	as
14	wsj_1492	1788..1792	Temporal.Asynchronous.Succession		once			1788..1792	PDTB2::wsj_1492::1788..1792::SAME	once
14	wsj_1492	1835..1838	Comparison.Contrast		but			1835..1838	PDTB2::wsj_1492::1835..1838::SAME	But
14	wsj_1476	250..256	Temporal.Asynchronous.Precedence		before			250..256	PDTB2::wsj_1476::250..256::SAME	before
14	wsj_1457	63..65	Temporal.Synchronous		as			63..65	PDTB2::wsj_1457::63..65::SAME	As
14	wsj_1457	298..305	Contingency.Cause.Reason		because			298..305	PDTB2::wsj_1457::298..305::SAME	because
14	wsj_1457	380..383	Comparison.Concession.Arg2-as-denier		but			380..383	PDTB2::wsj_1457::380..383::CHANGED	But
14	wsj_1457	688..691	Comparison.Concession.Arg2-as-denier		but			688..691	PDTB2::wsj_1457::688..691::SAME	But
14	wsj_1457	904..907	Expansion.Conjunction		and			904..907	PDTB2::wsj_1457::904..907::SAME	And
14	wsj_1457	999..1002	Expansion.Conjunction		and			999..1002	PDTB2::wsj_1457::999..1002::SAME	and
14	wsj_1457	1304..1307	Expansion.Conjunction		and			1304..1307	PDTB2::wsj_1457::1304..1307::SAME	and
14	wsj_1457	1356..1359	Comparison.Concession.Arg2-as-denier		but			1356..1359	PDTB2::wsj_1457::1356..1359::SAME	But
14	wsj_1457	1670..1673	Contingency.Purpose.Arg2-as-goal		and			1670..1673	PDTB3::wsj_1457::1670..1673::ADDED	and
14	wsj_1457	2068..2071	Comparison.Concession.Arg2-as-denier		but			2068..2071	PDTB2::wsj_1457::2068..2071::SAME	But
14	wsj_1457	2120..2127	Temporal.Synchronous		as			2120..2127	PDTB2::wsj_1457::2120..2127::SAME	just as
14	wsj_1457	2702..2705	Comparison.Concession.Arg2-as-denier		but			2702..2705	PDTB2::wsj_1457::2702..2705::CHANGED	But
14	wsj_1457	2908..2911	Expansion.Conjunction		and			2908..2911	PDTB2::wsj_1457::2908..2911::SAME	And
14	wsj_1457	3278..3281	Comparison.Concession.Arg2-as-denier		but			3278..3281	PDTB2::wsj_1457::3278..3281::CHANGED	But
14	wsj_1457	3674..3688	Contingency.Cause.Reason		because			3674..3688	PDTB2::wsj_1457::3674..3688::SAME	partly because
14	wsj_1457	3988..3991	Comparison.Concession.Arg2-as-denier		but			3988..3991	PDTB2::wsj_1457::3988..3991::SAME	but
14	wsj_1457	4285..4288	Comparison.Concession.Arg2-as-denier		but			4285..4288	PDTB2::wsj_1457::4285..4288::CHANGED	But
14	wsj_1457	4597..4612;4672..4684	Comparison.Contrast		on the one hand on the other			4597..4684	PDTB3::wsj_1457::4597..4684::ADDED	On the one hand###On the other
14	wsj_1457	4985..4988	Expansion.Conjunction		and			4985..4988	PDTB2::wsj_1457::4985..4988::CHANGED	and
14	wsj_1457	5086..5091	Temporal.Asynchronous.Succession		after			5086..5091	PDTB2::wsj_1457::5086..5091::SAME	after
14	wsj_1457	5834..5837	Expansion.Conjunction		and			5834..5837	PDTB2::wsj_1457::5834..5837::CHANGED	and
14	wsj_1457	6021..6024	Expansion.Conjunction		and			6021..6024	PDTB2::wsj_1457::6021..6024::SAME	And
14	wsj_1457	6626..6631	Temporal.Asynchronous.Precedence		until			6626..6631	PDTB2::wsj_1457::6626..6631::SAME	until
14	wsj_1457	6632..6637	Temporal.Asynchronous.Succession		after			6632..6637	PDTB2::wsj_1457::6632..6637::SAME	after
14	wsj_1457	6943..6949	Comparison.Concession.Arg2-as-denier		though			6943..6949	PDTB2::wsj_1457::6943..6949::SAME	though
14	wsj_1457	7066..7068	Expansion.Conjunction		or			7066..7068	PDTB3::wsj_1457::7066..7068::ADDED	or
14	wsj_1457	7263..7266	Expansion.Conjunction		and			7263..7266	PDTB2::wsj_1457::7263..7266::SAME	and
14	wsj_1465	392..395	Comparison.Concession.Arg2-as-denier		but			392..395	PDTB3::wsj_1465::392..395::ADDED	but
14	wsj_1465	722..726	Contingency.Cause+Belief.Result+Belief		thus	ARGM-ADV	provide	722..726	PDTB2::wsj_1465::722..726::CHANGED	thus
14	wsj_1465	1027..1038	Expansion.Conjunction		in addition			1027..1038	PDTB2::wsj_1465::1027..1038::SAME	In addition
14	wsj_1412	655..662	Contingency.Cause.Reason		because			655..662	PDTB2::wsj_1412::655..662::SAME	because
14	wsj_1412	787..790	Comparison.Concession.Arg2-as-denier		but			787..790	PDTB2::wsj_1412::787..790::CHANGED	But
14	wsj_1412	977..980	Expansion.Conjunction		and			977..980	PDTB3::wsj_1412::977..980::ADDED	and
14	wsj_1412	1137..1139	Contingency.Purpose.Arg1-as-goal	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	emphasize	1137..1139	PDTB3::wsj_1412::1137..1139::ADDED	by
14	wsj_1412	1268..1275	Expansion.Manner.Arg2-as-manner		without	ARGM-MNR	guarantee	1268..1275	PDTB3::wsj_1412::1268..1275::ADDED	without
14	wsj_1418	95..98	Expansion.Conjunction		and			95..98	PDTB3::wsj_1418::95..98::ADDED	and
14	wsj_1418	248..253	Comparison.Concession.Arg1-as-denier		while			248..253	PDTB2::wsj_1418::248..253::SAME	While
14	wsj_1418	850..853	Comparison.Contrast		but			850..853	PDTB3::wsj_1418::850..853::ADDED	but
14	wsj_1418	913..916	Expansion.Conjunction		and			913..916	PDTB3::wsj_1418::913..916::ADDED	and
14	wsj_1418	1087..1095	Comparison.Concession.Arg1-as-denier		although			1087..1095	PDTB2::wsj_1418::1087..1095::SAME	Although
14	wsj_1418	1586..1588	Temporal.Synchronous	Contingency.Cause.Reason	as			1586..1588	PDTB2::wsj_1418::1586..1588::SAME	as
14	wsj_1418	1722..1731	Temporal.Synchronous		meanwhile			1722..1731	PDTB2::wsj_1418::1722..1731::CHANGED	Meanwhile
14	wsj_1418	1758..1763	Temporal.Synchronous	Comparison.Contrast	while			1758..1763	PDTB2::wsj_1418::1758..1763::SAME	while
14	wsj_1418	2701..2709	Comparison.Concession.Arg2-as-denier		although			2701..2709	PDTB2::wsj_1418::2701..2709::CHANGED	although
14	wsj_1418	3038..3042	Expansion.Conjunction		also			3038..3042	PDTB2::wsj_1418::3038..3042::SAME	also
14	wsj_1418	3317..3320	Expansion.Conjunction		and			3317..3320	PDTB2::wsj_1418::3317..3320::SAME	And
14	wsj_1418	3501..3504	Comparison.Contrast		but			3501..3504	PDTB2::wsj_1418::3501..3504::CHANGED	but
14	wsj_1418	3926..3937	Expansion.Instantiation.Arg2-as-instance		for example			3926..3937	PDTB2::wsj_1418::3926..3937::CHANGED	for example
14	wsj_1418	4022..4024	Temporal.Synchronous		as			4022..4024	PDTB2::wsj_1418::4022..4024::SAME	As
14	wsj_1422	673..680	Contingency.Cause.Reason		because			673..680	PDTB2::wsj_1422::673..680::SAME	because
14	wsj_1422	863..874	Expansion.Instantiation.Arg2-as-instance		for example			863..874	PDTB2::wsj_1422::863..874::CHANGED	for example
14	wsj_1422	1008..1015	Expansion.Substitution.Arg2-as-subst		instead			1008..1015	PDTB2::wsj_1422::1008..1015::CHANGED	Instead
14	wsj_1422	1139..1144	Comparison.Concession.Arg1-as-denier		while			1139..1144	PDTB2::wsj_1422::1139..1144::CHANGED	While
14	wsj_1422	1320..1330	Expansion.Substitution.Arg1-as-subst		instead of	ARGM-ADV	be	1320..1330	PDTB3::wsj_1422::1320..1330::ADDED	Instead of
14	wsj_1422	1350..1352	Contingency.Purpose.Arg1-as-goal	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	pay	1350..1352	PDTB3::wsj_1422::1350..1352::ADDED	by
14	wsj_1422	1500..1504	Temporal.Asynchronous.Succession		once			1500..1504	PDTB2::wsj_1422::1500..1504::SAME	Once
14	wsj_1422	1621..1625	Temporal.Synchronous		when			1621..1625	PDTB2::wsj_1422::1621..1625::SAME	When
14	wsj_1422	1686..1689	Expansion.Conjunction		and			1686..1689	PDTB3::wsj_1422::1686..1689::ADDED	and
14	wsj_1422	1691..1693	Contingency.Condition.Arg2-as-cond		if			1691..1693	PDTB2::wsj_1422::1691..1693::SAME	if
14	wsj_1422	1929..1932	Expansion.Conjunction		and			1929..1932	PDTB2::wsj_1422::1929..1932::SAME	And
14	wsj_1422	2102..2105	Comparison.Concession.Arg2-as-denier		but			2102..2105	PDTB3::wsj_1422::2102..2105::ADDED	but
14	wsj_1422	2203..2206	Expansion.Conjunction		and			2203..2206	PDTB2::wsj_1422::2203..2206::CHANGED	And
14	wsj_1422	2312..2316	Expansion.Conjunction		also			2312..2316	PDTB2::wsj_1422::2312..2316::SAME	also
14	wsj_1422	2496..2501	Comparison.Concession.Arg1-as-denier		while			2496..2501	PDTB2::wsj_1422::2496..2501::CHANGED	While
14	wsj_1422	2623..2625	Contingency.Cause.Result		so			2623..2625	PDTB2::wsj_1422::2623..2625::SAME	So
14	wsj_1422	2692..2695	Expansion.Conjunction		and			2692..2695	PDTB3::wsj_1422::2692..2695::ADDED	and
14	wsj_1422	2902..2905	Expansion.Conjunction		and			2902..2905	PDTB3::wsj_1422::2902..2905::ADDED	and
14	wsj_1455	696..706	Expansion.Substitution.Arg1-as-subst		instead of	ARGM-ADV	tack	696..706	PDTB3::wsj_1455::696..706::ADDED	instead of
14	wsj_1455	726..729	Expansion.Conjunction		and			726..729	PDTB3::wsj_1455::726..729::ADDED	and
14	wsj_1455	1255..1261	Comparison.Concession.Arg2-as-denier		though			1255..1261	PDTB2::wsj_1455::1255..1261::CHANGED	though
14	wsj_1455	1831..1833	Contingency.Condition.Arg2-as-cond		if			1831..1833	PDTB2::wsj_1455::1831..1833::SAME	If
14	wsj_1455	2171..2174	Expansion.Conjunction		and			2171..2174	PDTB2::wsj_1455::2171..2174::CHANGED	and
14	wsj_1455	2399..2401	Contingency.Condition.Arg2-as-cond		if			2399..2401	PDTB2::wsj_1455::2399..2401::SAME	If
14	wsj_1455	2673..2677	Expansion.Conjunction		with	ARGM-ADV	plant	2673..2677	PDTB3::wsj_1455::2673..2677::ADDED	with
14	wsj_1455	2996..2999	Comparison.Concession.Arg2-as-denier		but			2996..2999	PDTB2::wsj_1455::2996..2999::CHANGED	but
14	wsj_1455	3416..3419	Expansion.Conjunction		and			3416..3419	PDTB3::wsj_1455::3416..3419::ADDED	and
14	wsj_1455	3498..3504	Temporal.Asynchronous.Precedence		before			3498..3504	PDTB2::wsj_1455::3498..3504::SAME	before
14	wsj_1455	3896..3899	Contingency.Cause.Reason		for	ARGM-CAU	think	3896..3899	PDTB3::wsj_1455::3896..3899::ADDED	for
14	wsj_1455	3929..3932	Expansion.Conjunction		and			3929..3932	PDTB3::wsj_1455::3929..3932::ADDED	and
14	wsj_1455	4519..4521	Contingency.Purpose.Arg1-as-goal	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	conserve	4519..4521	PDTB3::wsj_1455::4519..4521::ADDED	by
14	wsj_1455	4809..4812	Expansion.Conjunction		and			4809..4812	PDTB2::wsj_1455::4809..4812::SAME	and
14	wsj_1455	5368..5371	Expansion.Conjunction		and			5368..5371	PDTB3::wsj_1455::5368..5371::ADDED	and
14	wsj_1455	5474..5477	Comparison.Concession.Arg2-as-denier		but			5474..5477	PDTB2::wsj_1455::5474..5477::CHANGED	But
14	wsj_1455	5990..5997	Comparison.Concession.Arg2-as-denier		however			5990..5997	PDTB2::wsj_1455::5990..5997::CHANGED	however
14	wsj_1455	6243..6246	Expansion.Conjunction		and			6243..6246	PDTB3::wsj_1455::6243..6246::ADDED	and
14	wsj_1455	6622..6624	Contingency.Condition+SpeechAct		if			6622..6624	PDTB2::wsj_1455::6622..6624::SAME	If
14	wsj_1455	6902..6906	Expansion.Conjunction		also			6902..6906	PDTB2::wsj_1455::6902..6906::SAME	also
